source,original_skill,canonical_skill,similarity_score,mapping_method,status
Jobs,basic seo practices,basic seo,0.8626,semantic,accepted
Jobs,basic statistical analysis,statistical analysis,0.9141,semantic,accepted
Jobs,basic statistics,statistics,0.8728,semantic,accepted
Jobs,basic team coordination,team coordination,0.9217,semantic,accepted
Jobs,basic usability testing,usability basics,0.8582,semantic,accepted
Jobs,basic vulnerability assessment,vulnerability assessment,0.9638,semantic,accepted
Jobs,basic web development,web development,0.9013,semantic,accepted
Jobs,basic workflow management,basic workflow management,1.0,exact,accepted
Jobs,basic writing and grammar,writing and grammar,0.8981,semantic,accepted
OBE,basis data / database,basis data / database,1.0,exact,accepted
Course,bayesian network,bayesian network,1.0,exact,accepted
Course,beginner  course  1 - 3 months,beginner  course  1 - 3 months,1.0,exact,accepted
Course,beginner  specialization  3 - 6 months,beginner  specialization  3 - 6 months,1.0,exact,accepted
Course,behavioral economics,behavioral economics,1.0,exact,accepted
Course,benefits,benefits,1.0,exact,accepted
Jobs,bgp,bgp,1.0,exact,accepted
Jobs,bgp (intro),bgp,0.8597,semantic,accepted
Course,big data,big data,1.0,exact,accepted
Jobs,big data architecture,big data architecture,1.0,exact,accepted
Jobs,big data management,big data management,1.0,exact,accepted
Jobs,big data technologies,big data technologies,1.0,exact,accepted
Jobs,"big data: hadoop, spark","big data: hadoop, spark",1.0,exact,accepted
Jobs,"big data: spark, hadoop","big data: hadoop, spark",0.9965,semantic,accepted
Jobs,bigquery,bigquery,1.0,exact,accepted
Course,billing & invoicing,billing & invoicing,1.0,exact,accepted
Course,bioinformatics,bioinformatics,1.0,exact,accepted
Jobs,bitbucket,bitbucket,1.0,exact,accepted
Jobs,black-box testing,black-box testing,1.0,exact,accepted
Jobs,blazor,blazor,1.0,exact,accepted
Jobs,blender,blender,1.0,exact,accepted
Jobs,blender basics,blender basics,1.0,exact,accepted
Jobs,blender/maya basics,maya basics,0.9117,semantic,accepted
Jobs,blockchain,blockchain,1.0,exact,accepted
Course,blockchain,blockchain,1.0,exact,accepted
Jobs,blockchain & smart contracts,blockchain & smart contracts,1.0,exact,accepted
Jobs,blockchain and dlt,blockchain and dlt,1.0,exact,accepted
Jobs,blockchain and smart contracts,blockchain & smart contracts,0.9797,semantic,accepted
Jobs,blockchain basics,blockchain basics,1.0,exact,accepted
Jobs,blockchain development,blockchain development,1.0,exact,accepted
Jobs,blockchain fundamentals,blockchain fundamentals,1.0,exact,accepted
Jobs,blockchain implementation,blockchain implementation,1.0,exact,accepted
Jobs,blockchain technologies,blockchain technologies,1.0,exact,accepted
Jobs,blog and article writing,blog and article writing,1.0,exact,accepted
Jobs,blogging,blogging,1.0,exact,accepted
Jobs,blogging and copywriting,blogging and copywriting,1.0,exact,accepted
Jobs,blueprints,blueprints,1.0,exact,accepted
Jobs,bluetooth,bluetooth,1.0,exact,accepted
Jobs,bluetooth and zigbee protocols,bluetooth and zigbee protocols,1.0,exact,accepted
Jobs,bootstrap,bootstrap,1.0,exact,accepted
Jobs,bpmn,bpmn,1.0,exact,accepted
Jobs,branching strategies,branching strategies,1.0,exact,accepted
Jobs,brand and ux strategy,brand strategy,0.8653,semantic,accepted
Jobs,brand consistency,brand consistency,1.0,exact,accepted
Jobs,brand management,brand management,1.0,exact,accepted
Course,brand management,brand management,1.0,exact,accepted
Jobs,brand management and ux integration,brand strategy,0.8786,semantic,accepted
Jobs,brand messaging,brand messaging,1.0,exact,accepted
Jobs,brand messaging and consistency,brand messaging and consistency,1.0,exact,accepted
Jobs,brand strategy,brand strategy,1.0,exact,accepted
Jobs,brand strategy and ux design,brand strategy,0.8745,semantic,accepted
Jobs,brand strategy and ux design integration,brand strategy,0.763,semantic,review
Jobs,brand strategy and ux integration,brand strategy,0.7992,semantic,review
Jobs,brand voice alignment,brand voice alignment,1.0,exact,accepted
Jobs,brand voice consistency,brand voice consistency,1.0,exact,accepted
Jobs,branding,branding,1.0,exact,accepted
Jobs,branding basics,branding,0.8687,semantic,accepted
Jobs,browser developer tools,browser developer tools,1.0,exact,accepted
Jobs,budget allocation,budgeting,0.8391,semantic,review
Jobs,budget and resource management,budgeting,0.7713,semantic,review
Jobs,budget and roi analysis,budgeting,0.8951,semantic,accepted
Jobs,budget and roi management,budgeting,0.927,semantic,accepted
Jobs,budget and roi optimization,budgeting,0.9386,semantic,accepted
Jobs,budget management,budgeting,0.8667,semantic,accepted
Course,budget management,budgeting,0.8667,semantic,accepted
Jobs,budget management and roi optimization,budgeting,0.7089,semantic,review
Jobs,budget management and roi tracking,budgeting,0.8709,semantic,accepted
Jobs,budget monitoring,budget monitoring,1.0,exact,accepted
Jobs,budget optimization,budgeting,0.8106,semantic,review
Jobs,budget oversight,budget oversight,1.0,exact,accepted
Jobs,budget planning,budgeting,0.8454,semantic,review
Jobs,budget planning and optimization,budgeting,0.7778,semantic,review
Jobs,budget planning and roi optimization,budgeting,0.7112,semantic,review
Jobs,budgeting,budgeting,1.0,exact,accepted
Jobs,budgeting and resource allocation,budgeting,0.8325,semantic,review
Jobs,budgeting and resource management,budgeting,0.8343,semantic,review
Jobs,budgeting basics,budgeting,0.8911,semantic,accepted
Jobs,"bug & test management: jira, bugzilla, quality center","bug & test management: jira, bugzilla, quality center",1.0,exact,accepted
Jobs,"bug tracking & documentation: jira, bugzilla, testrail","bug tracking: jira, bugzilla",0.861,semantic,accepted
Jobs,"bug tracking & documentation: jira, testrail","bug tracking: jira, bugzilla",0.7948,semantic,review
Jobs,"bug tracking & documentation: jira, testrail, alm","bug tracking: jira, bugzilla",0.77,semantic,review
Jobs,"bug tracking: jira, bugzilla","bug tracking: jira, bugzilla",1.0,exact,accepted
Jobs,bugzilla,bugzilla,1.0,exact,accepted
Jobs,build automation,build automation,1.0,exact,accepted
Jobs,build systems,build systems,1.0,exact,accepted
Jobs,build tools,build tools,1.0,exact,accepted
Course,business,business,1.0,exact,accepted
Jobs,business acumen,business acumen,1.0,exact,accepted
Jobs,business analysis,business analysis,1.0,exact,accepted
Course,business analysis,business analysis,1.0,exact,accepted
Course,business communication,business communication,1.0,exact,accepted
Course,business design,business design,1.0,exact,accepted
Course,business development,business development,1.0,exact,accepted
OBE,business intelligence,business intelligence,1.0,exact,accepted
Jobs,business intelligence,business intelligence,1.0,exact,accepted
Course,business intelligence,business intelligence,1.0,exact,accepted
Jobs,business intelligence tools,business intelligence,0.8679,semantic,accepted
Jobs,business metrics awareness,business metrics awareness,1.0,exact,accepted
Jobs,business process analysis,business process analysis,1.0,exact,accepted
Jobs,business process improvement,process improvement,0.8777,semantic,accepted
Jobs,business process knowledge,business process knowledge,1.0,exact,accepted
Course,business process management,business process management,1.0,exact,accepted
Jobs,business process mapping,business process mapping,1.0,exact,accepted
Jobs,business process modeling,business process modeling,1.0,exact,accepted
Jobs,business process optimization,process optimization,0.8589,semantic,accepted
Course,business psychology,business psychology,1.0,exact,accepted
Course,business research,business research,1.0,exact,accepted
Jobs,business strategy,business strategy,1.0,exact,accepted
Jobs,business systems,business systems,1.0,exact,accepted
Course,business transformation,business transformation,1.0,exact,accepted
Jobs,c,c,1.0,exact,accepted
Course,c,c,1.0,exact,accepted
Jobs,c advanced,c advanced,1.0,exact,accepted
Jobs,c basics,c basics,1.0,exact,accepted
Jobs,c#,c#,1.0,exact,accepted
Jobs,c# advanced,c# advanced,1.0,exact,accepted
Jobs,c# basics,c#,0.8791,semantic,accepted
Jobs,c# expert,c# expert,1.0,exact,accepted
Jobs,c++,c++,1.0,exact,accepted
Course,c++,c++,1.0,exact,accepted
Jobs,c++ advanced,advanced c++,0.9721,semantic,accepted
Jobs,c++ basics,c++ basics,1.0,exact,accepted
Jobs,c++ expert,c++ expert,1.0,exact,accepted
Jobs,"c++, c# advanced","c++, c# expert",0.8959,semantic,accepted
Jobs,"c++, c# expert","c++, c# expert",1.0,exact,accepted
Jobs,"c, c++ advanced",advanced c++,0.8978,semantic,accepted
Jobs,"c, c++ expert",c++ expert,0.9496,semantic,accepted
Jobs,cabling,cabling,1.0,exact,accepted
Jobs,cad/cam,cad/cam,1.0,exact,accepted
Jobs,cad/cam software,cad/cam,0.8664,semantic,accepted
Jobs,cad/solidworks,advanced cad,0.8124,semantic,review
Jobs,cad/solidworks advanced,advanced cad,0.8715,semantic,accepted
Course,calculus,calculus,1.0,exact,accepted
Jobs,campaign coordination,campaign coordination,1.0,exact,accepted
Jobs,campaign management,campaign management,1.0,exact,accepted
Jobs,campaign optimization,campaign optimization,1.0,exact,accepted
Jobs,canva and adobe creative suite,canva and adobe creative suite,1.0,exact,accepted
Jobs,canva and wordpress basics,canva and wordpress basics,1.0,exact,accepted
Jobs,cartography,cartography,1.0,exact,accepted
Course,cash management,cash management,1.0,exact,accepted
Jobs,cassandra,cassandra,1.0,exact,accepted
Jobs,chain-of-thought prompting,prompt chain-of-thought,0.9219,semantic,accepted
Jobs,chain-of-thought prompts,prompt chain-of-thought,0.9577,semantic,accepted
Jobs,change management,change management,1.0,exact,accepted
Course,change management,change management,1.0,exact,accepted
Jobs,character design,character design,1.0,exact,accepted
Jobs,character setup,character setup,1.0,exact,accepted
Jobs,chef,chef,1.0,exact,accepted
Jobs,chef inspec,chef inspec,1.0,exact,accepted
Jobs,ci/cd,ci/cd,1.0,exact,accepted
Jobs,"ci/cd (jenkins, bamboo, azure devops)","ci/cd: jenkins, gitlab ci/cd",0.7467,semantic,review
Jobs,"ci/cd (jenkins, bamboo, github actions)","ci/cd: jenkins, gitlab ci/cd",0.7963,semantic,review
Jobs,ci/cd automation,ci/cd automation,1.0,exact,accepted
Jobs,ci/cd basics,ci/cd,0.8968,semantic,accepted
Jobs,ci/cd fundamentals,ci/cd,0.8331,semantic,review
Jobs,ci/cd integration,ci/cd integration,1.0,exact,accepted
Jobs,"ci/cd integration (jenkins, azure devops)","ci/cd: jenkins, gitlab ci/cd",0.7559,semantic,review
Jobs,"ci/cd integration (jenkins, bamboo)","ci/cd: jenkins, gitlab ci/cd",0.7449,semantic,review
Jobs,"ci/cd integration: jenkins, gitlab ci/cd, bamboo","ci/cd: jenkins, gitlab ci/cd",0.8551,semantic,accepted
Jobs,ci/cd introduction,ci/cd,0.8578,semantic,accepted
Jobs,ci/cd pipelines,ci/cd pipelines,1.0,exact,accepted
Jobs,"ci/cd pipelines (jenkins, bamboo, github actions)","ci/cd: jenkins, gitlab ci/cd",0.7369,semantic,review
Jobs,"ci/cd pipelines (jenkins, github actions)","ci/cd: jenkins, gitlab ci/cd",0.7975,semantic,review
Jobs,"ci/cd pipelines (jenkins, github actions, bamboo)","ci/cd: jenkins, gitlab ci/cd",0.7464,semantic,review
Jobs,ci/cd pipelines expert,ci/cd pipelines,0.9433,semantic,accepted
Jobs,"ci/cd pipelines expert (jenkins, bamboo, github actions)","ci/cd: jenkins, gitlab ci/cd",0.7083,semantic,review
Jobs,"ci/cd: jenkins, gitlab ci, circleci","ci/cd: jenkins, gitlab ci/cd",0.9187,semantic,accepted
Jobs,"ci/cd: jenkins, gitlab ci/cd","ci/cd: jenkins, gitlab ci/cd",1.0,exact,accepted
Jobs,"ci/cd: jenkins, gitlab ci/cd, bamboo","ci/cd: jenkins, gitlab ci/cd",0.8734,semantic,accepted
Jobs,cinematography,cinematography,1.0,exact,accepted
Jobs,circleci,circleci,1.0,exact,accepted
Jobs,circuit design,circuit design,1.0,exact,accepted
OBE,cisco,cisco,1.0,exact,accepted
Jobs,cisco,cisco,1.0,exact,accepted
Jobs,cisco asa,cisco asa,1.0,exact,accepted
Jobs,cisco ios,cisco ios,1.0,exact,accepted
Jobs,cisco nexus,cisco nexus,1.0,exact,accepted
Jobs,cisco prime,cisco prime,1.0,exact,accepted
Jobs,cisco routers,cisco routers,1.0,exact,accepted
Jobs,cisco switches,cisco switches,1.0,exact,accepted
Jobs,cisco/juniper devices,cisco/juniper devices,1.0,exact,accepted
Jobs,clarity in writing,writing clarity,0.9445,semantic,accepted
Jobs,classification,classification,1.0,exact,accepted
Jobs,clean architecture,clean architecture,1.0,exact,accepted
Jobs,clear and persuasive writing,persuasive writing,0.8883,semantic,accepted
Jobs,clear writing,clear writing,1.0,exact,accepted
Jobs,client management,client management,1.0,exact,accepted
Course,clinical data management,clinical data management,1.0,exact,accepted
Jobs,closing deals,closing deals,1.0,exact,accepted
Jobs,closing techniques,closing techniques,1.0,exact,accepted
Jobs,cloud,cloud,1.0,exact,accepted
Jobs,"cloud (aws, azure, gcp)",cloud basics,0.9402,semantic,accepted
Jobs,cloud architecture,cloud architecture,1.0,exact,accepted
Jobs,cloud automation tools,cloud automation tools,1.0,exact,accepted
Jobs,cloud basics,cloud basics,1.0,exact,accepted
Jobs,cloud basics (aws/azure),cloud basics,0.865,semantic,accepted
OBE,cloud computing,cloud computing,1.0,exact,accepted
Jobs,cloud computing,cloud computing,1.0,exact,accepted
Course,cloud computing,cloud computing,1.0,exact,accepted
Jobs,"cloud computing (aws, azure)",cloud basics,0.9799,semantic,accepted
Jobs,cloud computing aws/azure,cloud basics,0.9799,semantic,accepted
Jobs,cloud concepts,cloud concepts,1.0,exact,accepted
Jobs,cloud cost management,cloud cost management,1.0,exact,accepted
Jobs,cloud cost optimization,cloud cost management,0.8589,semantic,accepted
Jobs,cloud database basics,cloud database basics,1.0,exact,accepted
Jobs,"cloud expert (aws, azure, gcp)",cloud basics,0.9282,semantic,accepted
Jobs,"cloud fundamentals (aws, gcp, azure)",cloud basics,0.7495,semantic,review
Jobs,cloud fundamentals (aws/azure/gcp),cloud basics,0.7622,semantic,review
Jobs,cloud infrastructure,cloud infrastructure,1.0,exact,accepted
Jobs,cloud integration,cloud integration,1.0,exact,accepted
Jobs,cloud iot basics,cloud iot basics,1.0,exact,accepted
Jobs,cloud migration,cloud migration,1.0,exact,accepted
Jobs,cloud networking,cloud networking,1.0,exact,accepted
Jobs,cloud platform basics (aws/azure/gcp),cloud basics,0.7311,semantic,review
Jobs,cloud platforms,cloud platforms,1.0,exact,accepted
Jobs,"cloud platforms (aws, azure)",cloud basics,0.9876,semantic,accepted
Jobs,"cloud platforms (aws, azure, gcp)",cloud basics,0.9789,semantic,accepted
Jobs,cloud platforms aws/azure,cloud basics,0.9876,semantic,accepted
Jobs,cloud platforms aws/azure/gcp,cloud basics,0.9789,semantic,accepted
Jobs,cloud platforms basics (aws/azure/gcp),cloud basics,0.7052,semantic,review
Jobs,cloud platforms expert,cloud platforms,0.8756,semantic,accepted
Jobs,"cloud platforms expert (aws, azure, gcp)",cloud basics,0.9282,semantic,accepted
Jobs,cloud security,cloud security,1.0,exact,accepted
Jobs,cloud security (aws/azure),cloud security (aws/azure),1.0,exact,accepted
Jobs,cloud security compliance,cloud security compliance,1.0,exact,accepted
Jobs,cloud security fundamentals,cloud security,0.8845,semantic,accepted
Jobs,"cloud security: iam, rbac, encryption, compliance","cloud security: iam, rbac, encryption, compliance",1.0,exact,accepted
Jobs,cloud services,cloud services,1.0,exact,accepted
Jobs,cloud storage basics,cloud storage basics,1.0,exact,accepted
